                  沪深300 (000300)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	   MA.MA5   	   MA.MA6   	   MA.MA7   	   MA.MA8   	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2005/01/27	  987.34	  987.70	  973.77	  974.63	        6945365	     988.61	     979.69	           	           	           	           	           	           	          0	    6945365	   10656141	    8924378	      -0.17	      -0.27	       0.21	
 2005/01/28	  974.63	  975.62	  965.20	  969.20	        5748807	     985.93	     977.78	           	           	           	           	           	           	          0	    5748807	    8915890	    8769474	      -1.29	      -0.48	      -1.62	
 2005/01/31	  965.78	  965.78	  953.14	  954.87	        6788706	     977.28	     976.53	     982.40	           	           	           	           	           	          0	    6788706	    7401739	    8719526	      -3.30	      -1.04	      -4.51	
 2005/02/01	  953.33	  965.47	  952.74	  955.95	        7433066	     968.91	     974.65	     981.06	           	           	           	           	           	          0	    7433066	    6915847	    8731647	      -4.75	      -1.78	      -5.93	
 2005/02/02	  956.70	 1006.93	  956.70	 1006.91	       17057338	     972.31	     978.62	     981.78	           	           	           	           	           	          0	   17057338	    8794656	    9803572	      -1.76	      -1.78	       0.03	
 2005/02/03	 1005.56	 1014.18	  992.15	  993.21	       16974540	     976.03	     982.32	     982.28	           	           	           	           	           	          0	   16974540	   10800491	   10728316	      -0.50	      -1.52	       2.05	
 2005/02/04	  992.25	 1021.02	  989.93	 1016.85	       15736215	     985.56	     985.74	     983.93	           	           	           	           	           	          0	   15736215	   12797973	   10856932	       2.38	      -0.74	       6.25	
 2005/02/16	 1023.32	 1033.24	 1018.48	 1023.58	       12131293	     999.30	     988.29	     985.41	           	           	           	           	           	          0	   12131293	   13866490	   10634114	       5.15	       0.44	       9.43	
 2005/02/17	 1024.43	 1024.43	 1010.47	 1020.60	        8968297	    1012.23	     990.57	     986.59	           	           	           	           	           	          0	    8968297	   14173536	   10544691	       7.03	       1.76	      10.54	
 2005/02/18	 1020.12	 1021.19	 1005.63	 1006.05	        8139939	    1012.06	     992.19	     987.05	           	           	           	           	           	          0	    8139939	   12390057	   10592357	       7.25	       2.85	       8.79	
 2005/02/21	 1006.69	 1025.65	 1006.69	 1025.63	        9886094	    1018.54	     997.29	     988.49	           	           	           	           	           	          0	    9886094	   10972367	   10886429	       8.91	       4.07	       9.69	
 2005/02/22	 1026.83	 1048.67	 1024.52	 1046.74	       17937840	    1024.52	    1005.04	     991.41	           	           	           	           	           	          0	   17937840	   11412692	   12105331	      11.79	       5.61	      12.36	
 2005/02/23	 1046.81	 1049.60	 1036.62	 1043.93	       18696928	    1028.59	    1013.95	     995.24	           	           	           	           	           	          0	   18696928	   12725820	   13296155	      13.69	       7.23	      12.92	
 2005/02/24	 1042.25	 1045.95	 1034.73	 1045.46	       14681788	    1033.56	    1022.90	     998.77	           	           	           	           	           	          0	   14681788	   13868517	   14021027	      15.14	       8.81	      12.66	
 2005/02/25	 1046.27	 1059.48	 1045.98	 1046.76	       18170004	    1041.70	    1026.88	    1002.75	           	           	           	           	           	          0	   18170004	   15874531	   14132294	      16.21	      10.29	      11.84	
 2005/02/28	 1046.20	 1048.27	 1035.03	 1039.98	       12971046	    1044.57	    1031.56	    1006.94	           	           	           	           	           	          0	   12971046	   16491522	   13731944	      16.32	      11.49	       9.65	
 2005/03/01	 1039.35	 1042.73	 1031.16	 1035.93	        9962090	    1042.41	    1033.47	    1009.60	           	           	           	           	           	          0	    9962090	   14896371	   13154532	      15.90	      12.38	       7.05	
 2005/03/02	 1036.36	 1045.76	 1021.00	 1021.32	       14225135	    1037.89	    1033.24	    1010.76	           	           	           	           	           	          0	   14225135	   14002013	   13363916	      14.22	      12.75	       2.96	
 2005/03/03	 1019.87	 1028.40	 1014.75	 1027.71	        9203085	    1034.34	    1033.95	    1012.26	           	           	           	           	           	          0	    9203085	   12906272	   13387395	      13.26	      12.85	       0.82	
 2005/03/04	 1027.92	 1031.84	 1022.17	 1023.66	        8173641	    1029.72	    1035.71	    1013.95	           	           	           	           	           	          0	    8173641	   10907000	   13390766	      12.03	      12.68	      -1.31	
 2005/03/07	 1024.48	 1031.34	 1024.48	 1029.87	        7932949	    1027.70	    1036.14	    1016.71	           	           	           	           	           	          0	    7932949	    9899381	   13195451	      11.42	      12.43	      -2.02	
 2005/03/08	 1033.78	 1049.28	 1032.85	 1048.98	       14295793	    1030.31	    1036.36	    1020.70	           	           	           	           	           	          0	   14295793	   10766121	   12831246	      12.34	      12.41	      -0.14	
 2005/03/09	 1051.26	 1054.64	 1041.98	 1046.54	       15327488	    1035.35	    1036.62	    1025.28	           	           	           	           	           	          0	   15327488	   10986590	   12494302	      12.73	      12.48	       0.50	
 2005/03/10	 1046.68	 1046.68	 1019.63	 1022.41	       13295953	    1034.29	    1034.32	    1028.61	           	           	           	           	           	          0	   13295953	   11805164	   12355718	      10.96	      12.17	      -2.43	
 2005/03/11	 1021.08	 1028.11	 1016.93	 1027.42	       11476381	    1035.04	    1032.38	    1029.63	           	           	           	           	           	          0	   11476381	   12465713	   11686357	       9.85	      11.71	      -3.72	
 2005/03/14	 1027.17	 1041.56	 1014.92	 1031.02	       14466088	    1035.27	    1031.49	    1031.52	           	           	           	           	           	          0	   14466088	   13772341	   11835861	       9.15	      11.20	      -4.09	
 2005/03/15	 1030.85	 1030.93	 1011.64	 1013.52	       12007493	    1028.18	    1029.24	    1031.36	           	           	           	           	           	          0	   12007493	   13314680	   12040401	       7.11	      10.38	      -6.54	
 2005/03/16	 1011.85	 1012.19	  995.96	 1003.06	       10622782	    1019.49	    1027.42	    1030.33	           	           	           	           	           	          0	   10622782	   12373739	   11680166	       4.59	       9.22	      -9.26	
 2005/03/17	 1001.96	 1004.82	  992.12	  992.86	        9969011	    1013.58	    1023.93	    1028.94	           	           	           	           	           	          0	    9969011	   11708350	   11756758	       1.75	       7.73	     -11.95	
 2005/03/18	  991.88	  996.39	  975.70	  978.66	        9652059	    1003.82	    1019.43	    1027.57	           	           	           	           	           	          0	    9652059	   11343486	   11904600	      -1.63	       5.86	     -14.96	
 2005/03/21	  977.29	  983.17	  973.00	  981.89	        7252565	     994.00	    1014.64	    1025.39	           	           	           	           	           	          0	    7252565	    9900782	   11836561	      -3.99	       3.89	     -15.76	
 2005/03/22	  981.70	  982.13	  959.56	  964.02	       11375717	     984.10	    1006.14	    1021.25	           	           	           	           	           	          0	   11375717	    9774427	   11544554	      -7.23	       1.66	     -17.79	
 2005/03/23	  962.81	  975.36	  955.99	  959.01	       10930053	     975.29	     997.39	    1017.00	           	           	           	           	           	          0	   10930053	    9835882	   11104811	     -10.08	      -0.69	     -18.79	
 2005/03/24	  957.43	  965.06	  948.53	  964.80	        9260714	     969.68	     991.63	    1012.97	           	           	           	           	           	          0	    9260714	    9694222	   10701287	     -11.74	      -2.90	     -17.69	
 2005/03/25	  964.24	  966.97	  959.05	  962.95	        7107322	     966.53	     985.18	    1008.78	           	           	           	           	           	          0	    7107322	    9185274	   10264381	     -13.05	      -4.93	     -16.25	
 2005/03/28	  961.65	  961.65	  948.80	  960.69	        6669246	     962.29	     978.15	    1004.82	           	           	           	           	           	          0	    6669246	    9068610	    9484697	     -14.12	      -6.77	     -14.70	
 2005/03/29	  960.41	  968.11	  954.74	  955.19	        7577379	     960.53	     972.31	    1000.78	           	           	           	           	           	          0	    7577379	    8308943	    9041685	     -15.22	      -8.46	     -13.53	
 2005/03/30	  952.71	  952.71	  936.37	  937.03	        8950163	     956.13	     965.71	     996.56	           	           	           	           	           	          0	    8950163	    7912965	    8874422	     -17.37	     -10.24	     -14.26	
 2005/03/31	  934.84	  942.36	  928.33	  942.20	        7859445	     951.61	     960.64	     992.29	           	           	           	           	           	          0	    7859445	    7632711	    8663466	     -18.44	     -11.88	     -13.12	
 2005/04/01	  941.43	  989.90	  937.55	  978.14	       16347504	     954.65	     960.59	     990.01	           	           	           	           	           	          0	   16347504	    9480747	    9333011	     -16.20	     -12.74	      -6.91	
 2005/04/04	  968.49	  974.06	  956.12	  962.16	       11435093	     954.94	     958.62	     986.63	           	           	           	           	           	          0	   11435093	   10433917	    9751264	     -15.53	     -13.30	      -4.46	
 2005/04/05	  960.54	  967.74	  953.58	  955.59	        9534536	     955.02	     957.78	     981.96	           	           	           	           	           	          0	    9534536	   10825348	    9567146	     -15.36	     -13.71	      -3.29	
 2005/04/06	  955.59	  977.85	  948.94	  973.66	       14282421	     962.35	     959.24	     978.31	     995.33	           	           	           	           	          0	   14282421	   11891799	    9902382	     -13.61	     -13.69	       0.17	
 2005/04/07	  975.97	 1000.26	  974.30	  984.73	       20754212	     970.86	     961.23	     976.43	     995.37	           	           	           	           	          0	   20754212	   14470752	   11051731	     -11.20	     -13.19	       3.99	
 2005/04/08	  984.66	 1003.70	  979.53	 1003.45	       14762526	     975.92	     965.28	     975.23	     995.55	           	           	           	           	          0	   14762526	   14153757	   11817252	      -7.69	     -12.09	       8.81	
 2005/04/11	 1003.88	 1008.73	  992.77	  995.42	       15936066	     982.57	     968.76	     973.45	     995.75	           	           	           	           	          0	   15936066	   15053952	   12743934	      -5.49	     -10.77	      10.56	
 2005/04/12	  993.71	  993.71	  978.20	  978.70	       10226193	     987.19	     971.11	     971.71	     995.66	           	           	           	           	          0	   10226193	   15192283	   13008816	      -5.04	      -9.62	       9.17	
 2005/04/13	  987.95	 1006.50	  987.95	 1000.90	       16071687	     992.64	     977.49	     971.60	     995.78	           	           	           	           	          0	   16071687	   15550138	   13720970	      -2.86	      -8.27	      10.83	
 2005/04/14	 1004.64	 1006.42	  985.58	  986.97	       12945710	     993.09	     981.97	     971.31	     995.61	           	           	           	           	          0	   12945710	   13988437	   14229597	      -2.23	      -7.06	       9.67	
 2005/04/15	  982.61	  982.61	  971.93	  974.08	       10408955	     987.21	     981.57	     971.08	     995.23	           	           	           	           	          0	   10408955	   13117722	   13635739	      -2.74	      -6.20	       6.92	
 2005/04/18	  970.91	  970.91	  958.65	  963.77	        8598400	     980.88	     981.73	     970.17	     994.68	           	           	           	           	          0	    8598400	   11650189	   13352070	      -3.93	      -5.74	       3.63	
 2005/04/19	  962.92	  968.87	  957.91	  965.89	        9212623	     978.32	     982.76	     970.27	     994.31	           	           	           	           	          0	    9212623	   11447475	   13319879	      -4.65	      -5.52	       1.76	
 2005/04/20	  964.15	  964.15	  946.20	  950.87	        8850705	     968.32	     980.48	     969.86	     994.03	           	           	           	           	          0	    8850705	   10003278	   12776707	      -6.35	      -5.69	      -1.33	
 2005/04/21	  948.86	  955.55	  938.59	  943.98	        9946145	     959.72	     976.40	     968.82	     993.52	           	           	           	           	          0	    9946145	    9403366	   11695901	      -8.17	      -6.19	      -3.97	
 2005/04/22	  942.91	  947.91	  934.96	  939.10	       10691884	     952.72	     969.97	     967.63	     993.05	           	           	           	           	          0	   10691884	    9459951	   11288837	      -9.89	      -6.93	      -5.92	
 2005/04/25	  935.99	  935.99	  920.16	  930.07	       11470478	     945.98	     963.43	     966.10	     992.62	           	           	           	           	          0	   11470478	   10034367	   10842278	     -11.84	      -7.91	      -7.87	
 2005/04/26	  928.43	  939.70	  924.66	  937.08	       11690471	     940.22	     959.27	     965.19	     991.86	           	           	           	           	          0	   11690471	   10529936	   10988706	     -12.68	      -8.86	      -7.63	
 2005/04/27	  938.57	  938.91	  925.90	  926.60	       10780611	     935.37	     951.84	     964.67	     990.67	           	           	           	           	          0	   10780611	   10915918	   10459598	     -14.03	      -9.90	      -8.26	
 2005/04/28	  923.53	  945.50	  914.83	  942.07	       14343486	     934.98	     947.35	     964.66	     989.74	           	           	           	           	          0	   14343486	   11795386	   10599376	     -13.69	     -10.65	      -6.07	
 2005/04/29	  940.81	  942.45	  929.81	  932.40	       11235419	     933.64	     943.18	     962.37	     988.78	           	           	           	           	          0	   11235419	   11904093	   10682022	     -14.04	     -11.33	      -5.41	
 2005/05/09	  934.65	  937.39	  909.17	  909.17	        8529115	     929.46	     937.72	     959.72	     987.69	           	           	           	           	          0	    8529115	   11315821	   10675094	     -16.01	     -12.27	      -7.48	
 2005/05/10	  905.54	  913.39	  892.31	  913.08	       10494331	     924.66	     932.44	     957.60	     986.75	           	           	           	           	          0	   10494331	   11076593	   10803264	     -17.05	     -13.22	      -7.66	
 2005/05/11	  911.84	  917.22	  900.44	  901.85	        9042047	     919.71	     927.54	     954.01	     985.87	           	           	           	           	          0	    9042047	   10728880	   10822398	     -18.58	     -14.29	      -8.56	
 2005/05/12	  899.97	  900.06	  883.51	  885.82	       10228720	     908.46	     921.72	     949.06	     984.70	           	           	           	           	          0	   10228720	    9905927	   10850656	     -20.83	     -15.60	     -10.47	
 2005/05/13	  883.51	  898.51	  875.58	  887.54	       11244906	     899.49	     916.57	     943.27	     982.71	           	           	           	           	          0	   11244906	    9907824	   10905958	     -22.23	     -16.93	     -10.61	
 2005/05/16	  885.39	  885.39	  869.33	  875.27	        8224288	     892.71	     911.09	     937.26	     980.74	           	           	           	           	          0	    8224288	    9846858	   10581339	     -24.05	     -18.35	     -11.39	
 2005/05/17	  873.08	  888.28	  868.21	  881.46	        8772273	     886.39	     905.53	     932.40	     978.49	           	           	           	           	          0	    8772273	    9502446	   10289519	     -24.71	     -19.62	     -10.17	
 2005/05/18	  881.14	  890.40	  871.82	  883.20	        7878610	     882.66	     901.19	     926.51	     976.15	           	           	           	           	          0	    7878610	    9269760	    9999320	     -24.80	     -20.66	      -8.28	
 2005/05/19	  882.84	  888.02	  871.29	  884.17	        8149583	     882.33	     895.40	     921.37	     973.87	           	           	           	           	          0	    8149583	    8853932	    9379929	     -24.52	     -21.43	      -6.17	
 2005/05/20	  883.51	  891.02	  879.18	  882.76	        7226676	     881.37	     890.43	     916.81	     971.82	           	           	           	           	          0	    7226676	    8050286	    8979054	     -24.12	     -21.97	      -4.31	
 2005/05/23	  880.28	  880.28	  862.10	  863.34	        7279795	     878.99	     885.85	     911.79	     969.12	           	           	           	           	          0	    7279795	    7861387	    8854122	     -25.09	     -22.59	      -5.00	
 2005/05/24	  861.20	  871.77	  855.59	  868.46	        9206929	     876.39	     881.39	     906.91	     966.14	           	           	           	           	          0	    9206929	    7948319	    8725382	     -25.16	     -23.11	      -4.10	
 2005/05/25	  867.66	  876.30	  861.66	  868.45	        7238556	     873.44	     878.05	     902.79	     963.22	           	           	           	           	          0	    7238556	    7820308	    8545034	     -24.92	     -23.47	      -2.90	
 2005/05/26	  867.76	  872.84	  854.96	  857.33	        6622786	     868.07	     875.20	     898.46	     960.08	           	           	           	           	          0	    6622786	    7514949	    8184440	     -25.34	     -23.84	      -2.99	
 2005/05/27	  855.59	  864.96	  848.40	  849.51	        7749983	     861.42	     871.39	     893.98	     956.80	           	           	           	           	          0	    7749983	    7619610	    7834948	     -26.00	     -24.27	      -3.45	
 2005/05/30	  847.63	  858.46	  842.10	  855.61	        6971583	     859.87	     869.43	     890.26	     953.72	           	           	           	           	          0	    6971583	    7557967	    7709678	     -25.74	     -24.57	      -2.34	
 2005/05/31	  856.56	  863.20	  853.29	  855.95	        7047821	     857.37	     866.88	     886.20	     950.72	           	           	           	           	          0	    7047821	    7126146	    7537232	     -25.21	     -24.70	      -1.03	
 2005/06/01	  855.21	  857.66	  836.04	  837.53	        7902302	     851.19	     862.31	     881.75	     947.66	           	           	           	           	          0	    7902302	    7258895	    7539602	     -25.98	     -24.95	      -2.05	
 2005/06/02	  835.47	  835.49	  812.99	  818.38	        9508657	     843.40	     855.73	     875.56	     944.17	           	           	           	           	          0	    9508657	    7836070	    7675509	     -27.81	     -25.53	      -4.58	
 2005/06/03	  816.55	  823.86	  807.97	  818.03	        7936056	     837.10	     849.26	     869.85	     940.74	           	           	           	           	          0	    7936056	    7873284	    7746447	     -28.96	     -26.21	      -5.50	
 2005/06/06	  816.73	  839.15	  807.78	  839.00	        9009185	     833.78	     846.83	     866.34	     937.56	           	           	           	           	          0	    9009185	    8280804	    7919386	     -27.86	     -26.54	      -2.63	
 2005/06/07	  841.58	  858.09	  835.18	  837.28	       13067068	     830.04	     843.71	     862.55	     934.03	           	           	           	           	          0	   13067068	    9484653	    8305399	     -26.81	     -26.60	      -0.44	
 2005/06/08	  848.54	  908.83	  844.47	  905.77	       32907840	     843.69	     847.44	     862.74	     931.69	           	           	           	           	          0	   32907840	   14485762	   10872329	     -20.23	     -25.32	      10.19	
 2005/06/09	  907.57	  925.36	  895.04	  912.60	       33141840	     862.54	     852.97	     864.08	     929.86	           	           	           	           	          0	   33141840	   19212398	   13524234	     -14.29	     -23.12	      17.65	
 2005/06/10	  911.94	  911.94	  889.10	  894.56	       22391502	     877.84	     857.47	     864.43	     927.64	           	           	           	           	          0	   22391502	   22103488	   14988386	     -10.92	     -20.68	      19.52	
 2005/06/13	  895.00	  900.18	  877.69	  892.96	       15628002	     888.63	     861.21	     865.32	     925.34	           	           	           	           	          0	   15628002	   23427252	   15854029	      -8.27	     -18.20	      19.84	
 2005/06/14	  895.39	  905.41	  882.86	  883.54	       14343570	     897.89	     863.97	     865.42	     923.18	           	           	           	           	          0	   14343570	   23682550	   16583602	      -6.86	     -15.93	      18.13	
 2005/06/15	  881.21	  881.25	  865.14	  866.83	       11454056	     890.10	     866.90	     864.60	     920.91	           	           	           	           	          0	   11454056	   19391794	   16938776	      -7.01	     -14.15	      14.27	
 2005/06/16	  866.66	  879.49	  861.83	  879.24	       11049685	     883.43	     872.98	     864.36	     919.01	           	           	           	           	          0	   11049685	   14973363	   17092880	      -6.06	     -12.53	      12.94	
 2005/06/17	  883.60	  888.08	  876.04	  880.34	       14963009	     880.58	     879.21	     864.24	     917.37	           	           	           	           	          0	   14963009	   13487664	   17795576	      -5.15	     -11.05	      11.80	
 2005/06/20	  881.62	  906.48	  872.56	  906.26	       18992082	     883.24	     885.94	     866.38	     916.11	           	           	           	           	          0	   18992082	   14160480	   18793866	      -2.32	      -9.31	      13.97	
 2005/06/21	  906.31	  906.31	  894.39	  896.17	       12774784	     885.77	     891.83	     867.77	     914.98	           	           	           	           	          0	   12774784	   13846723	   18764636	      -0.88	      -7.62	      13.49	
 2005/06/22	  894.77	  901.24	  891.93	  900.65	       10478134	     892.53	     891.32	     869.38	     914.01	           	           	           	           	          0	   10478134	   13651539	   16521667	       0.62	      -5.97	      13.19	
 2005/06/23	  900.06	  904.90	  892.83	  893.57	        9509308	     895.40	     889.41	     871.19	     912.82	           	           	           	           	          0	    9509308	   13343463	   14158413	       1.22	      -4.53	      11.51	
 2005/06/24	  892.06	  898.67	  888.40	  898.30	        8918739	     898.99	     889.79	     873.63	     911.75	           	           	           	           	          0	    8918739	   12134610	   12811137	       2.06	      -3.22	      10.54	
 2005/06/27	  904.21	  920.65	  904.21	  916.04	       16545402	     900.95	     892.09	     876.65	     911.00	           	           	           	           	          0	   16545402	   11645274	   12902877	       4.10	      -1.75	      11.71	
 2005/06/28	  913.48	  913.48	  901.21	  903.72	       10402219	     902.46	     894.11	     879.04	     910.14	           	           	           	           	          0	   10402219	   11170760	   12508742	       4.68	      -0.47	      10.28	
 2005/06/29	  906.75	  907.57	  898.08	  898.90	       10806746	     902.11	     897.32	     882.11	     909.51	           	           	           	           	          0	   10806746	   11236483	   12444011	       4.69	       0.56	       8.24	
 2005/06/30	  897.10	  897.10	  876.88	  878.69	       10855472	     899.13	     897.26	     885.12	     908.45	           	           	           	           	          0	   10855472	   11505716	   12424590	       3.03	       1.06	       3.94	
 2005/07/01	  875.93	  875.93	  858.37	  859.49	       10094596	     891.37	     895.18	     887.20	     906.47	           	           	           	           	          0	   10094596	   11740886	   11937748	       0.17	       0.88	      -1.43	
 2005/07/04	  855.32	  856.10	  842.81	  855.93	        8840276	     879.35	     890.15	     888.04	     904.70	           	           	           	           	          0	    8840276	   10199862	   10922567	      -2.36	       0.23	      -5.19	
 2005/07/05	  853.68	  856.74	  845.36	  849.68	        7992688	     868.54	     885.50	     888.66	     902.94	           	           	           	           	          0	    7992688	    9717955	   10444358	      -4.82	      -0.78	      -8.08	
 2005/07/06	  850.25	  854.45	  838.61	  842.56	        6898313	     857.27	     879.69	     885.50	     900.75	           	           	           	           	          0	    6898313	    8936269	   10086376	      -7.25	      -2.07	     -10.36	
 2005/07/07	  841.75	  848.02	  839.28	  844.73	        5962464	     850.48	     874.80	     882.11	     898.42	           	           	           	           	          0	    5962464	    7957667	    9731690	      -8.91	      -3.44	     -10.93	
 2005/07/08	  842.62	  842.62	  827.23	  829.49	        7221000	     844.48	     867.92	     878.85	     895.52	           	           	           	           	          0	    7221000	    7382948	    9561917	     -11.32	      -5.02	     -12.60	
 2005/07/11	  837.86	  850.66	  822.52	  824.10	        8439005	     838.11	     858.73	     875.41	     892.66	           	           	           	           	          0	    8439005	    7302694	    8751278	     -13.50	      -6.71	     -13.58	
 2005/07/12	  821.91	  854.29	  818.86	  851.82	       14989870	     838.54	     853.54	     873.83	     890.55	           	           	           	           	          0	   14989870	    8702130	    9210042	     -12.85	      -7.94	      -9.82	
 2005/07/13	  850.47	  851.95	  841.86	  846.23	        9398842	     839.27	     848.27	     872.80	     887.97	           	           	           	           	          0	    9398842	    9202236	    9069253	     -12.64	      -8.88	      -7.52	
 2005/07/14	  844.94	  856.09	  843.18	  849.59	        9361968	     840.25	     845.36	     871.31	     885.68	           	           	           	           	          0	    9361968	    9882137	    8919901	     -12.07	      -9.52	      -5.09	
 2005/07/15	  849.87	  854.60	  837.78	  841.00	        8889563	     842.55	     843.51	     869.35	     883.46	           	           	           	           	          0	    8889563	   10215850	    8799398	     -12.16	     -10.05	      -4.23	
 2005/07/18	  839.22	  840.01	  829.68	  832.99	        8500006	     844.33	     841.22	     865.68	     881.28	           	           	           	           	          0	    8500006	   10228050	    8765372	     -12.74	     -10.58	      -4.30	
 2005/07/19	  831.50	  840.14	  829.28	  835.61	        7891817	     841.08	     839.81	     862.65	     879.11	           	           	           	           	          0	    7891817	    8808438	    8755285	     -12.83	     -11.03	      -3.60	
 2005/07/20	  835.30	  844.71	  832.14	  842.64	        8526473	     840.37	     839.82	     859.75	     877.31	           	           	           	           	          0	    8526473	    8633966	    8918102	     -12.20	     -11.27	      -1.87	
 2005/07/21	  842.75	  843.99	  835.76	  843.99	        8366100	     839.25	     839.75	     857.28	     875.64	           	           	           	           	          0	    8366100	    8434791	    9158465	     -11.46	     -11.31	      -0.31	
 2005/07/22	  847.54	  867.16	  842.99	  859.69	       21630976	     842.98	     842.77	     855.34	     874.32	           	           	           	           	          0	   21630976	   10983074	   10599462	      -9.50	     -10.94	       2.90	
 2005/07/25	  858.33	  860.95	  854.28	  856.86	       11816079	     847.76	     846.04	     852.39	     873.10	           	           	           	           	          0	   11816079	   11646289	   10937169	      -8.08	     -10.37	       4.59	
 2005/07/26	  856.19	  880.03	  856.19	  876.48	       21826776	     855.93	     848.51	     851.02	     872.09	           	           	           	           	          0	   21826776	   14433282	   11620860	      -5.30	      -9.36	       8.11	
 2005/07/27	  876.94	  894.03	  876.04	  894.01	       20409536	     866.21	     853.29	     850.78	     871.54	           	           	           	           	          0	   20409536	   16809894	   12721930	      -1.68	      -7.82	      12.29	
 2005/07/28	  893.88	  901.00	  888.50	  890.89	       20622528	     875.59	     857.42	     851.39	     870.69	           	           	           	           	          0	   20622528	   19261180	   13847986	       0.94	      -6.07	      14.02	
 2005/07/29	  889.41	  892.29	  883.38	  888.16	       13397405	     881.28	     862.13	     852.82	     869.95	           	           	           	           	          0	   13397405	   17614464	   14298768	       2.76	      -4.30	      14.12	
 2005/08/01	  887.72	  897.28	  885.85	  891.61	       11808309	     888.23	     867.99	     854.61	     869.66	           	           	           	           	          0	   11808309	   17612910	   14629602	       4.43	      -2.56	      13.97	
 2005/08/02	  892.13	  903.65	  888.40	  903.60	       14292547	     893.65	     874.79	     857.30	     869.50	           	           	           	           	          0	   14292547	   16106064	   15269674	       6.64	      -0.72	      14.72	
 2005/08/03	  905.18	  919.28	  903.76	  909.57	       25786298	     896.77	     881.49	     860.65	     869.63	           	           	           	           	          0	   25786298	   17181418	   16995654	       8.78	       1.18	      15.19	
 2005/08/04	  907.42	  909.83	  901.63	  904.15	       14519255	     899.42	     887.50	     863.62	     869.94	           	           	           	           	          0	   14519255	   15960763	   17610972	       9.92	       2.93	      13.98	
